Creator,Citation Name,Type,Date modified,See with EMA,status
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Gloria) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-17T08:58:01,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (non
mechanical)",2017-07-14T12:12:55,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-14T11:51:38,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-14T11:19:22,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-14T10:14:37,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-14T09:39:40,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical)",2017-07-14T08:56:38,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (non
mechanical)",2017-07-13T15:36:12,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T14:07:53,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:59:29,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:41:40,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:25:56,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:14:28,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:05:30,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T12:04:13,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es",Transformation (mechanical),2017-07-13T11:55:53,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Agnus) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-13T11:30:29,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie)","Transformation (non
mechanical)",2017-07-12T14:16:01,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie)",New Material,2017-07-12T14:14:33,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Kyrie)",Quotation,2017-07-12T14:13:33,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-12T12:01:55,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-12T10:37:17,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-12T10:07:19,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-12T09:54:15,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical)",2017-07-12T09:33:52,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-11T18:32:55,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es",Quotation,2017-07-11T18:21:11,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-11T16:39:04,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (non
mechanical)",2017-07-11T16:22:58,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Quotation 
Transformation (non
mechanical)",2017-07-11T16:16:27,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-11T16:08:07,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-11T16:00:06,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo) 
Sermisy, Claudin de: Sermisy. Tota pulchra es","Transformation (non
mechanical)",2017-07-11T11:48:03,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo)","Quotation 
Transformation (mechanical)",2017-07-11T11:30:56,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo)","Quotation 
Transformation (non
mechanical)",2017-07-11T11:18:28,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo)","Quotation 
Transformation (mechanical)",2017-07-11T11:10:32,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo)","Quotation 
Transformation (mechanical)",2017-07-11T10:49:36,EMA,valid  invalid
Manfredi,"Sermisy, Claudin de: Sermisy. Tota pulchra es 
Sermisy, Claudin de : Sermisy. Missa Tota pulchra es (Credo)","Quotation 
Transformation (mechanical)",2017-07-11T10:33:02,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T19:44:09,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T19:36:08,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:29:53,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T19:26:38,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:18:04,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Agnus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:15:45,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:06:38,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:04:16,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T19:01:23,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T18:57:05,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T18:49:18,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-09T18:44:57,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Quotation,2017-08-09T18:41:49,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T18:40:18,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur",Transformation (mechanical),2017-08-09T18:30:47,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T18:21:58,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Sanctus) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-09T17:53:22,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-08T21:06:44,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-08T20:59:12,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-08T20:49:28,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T20:39:46,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-08T20:31:11,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-06T15:31:28,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T15:28:48,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T15:25:58,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T15:24:24,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T15:03:52,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-06T15:01:37,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-06T14:55:13,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T14:47:17,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-06T14:37:47,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-06T14:32:23,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-06T14:24:19,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (non
mechanical)",2017-08-06T14:00:17,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-06T13:40:31,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-06T10:47:14,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-06T10:38:57,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-06T10:35:29,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-06T10:30:30,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur",Quotation,2017-08-06T10:24:23,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-06T10:20:24,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Credo) 
: Sandrin. Voulant honneur","Quotation 
Transformation (mechanical)",2017-08-06T10:15:35,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T18:27:56,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-05T18:09:22,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T18:05:55,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T17:22:44,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T17:17:39,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-05T16:56:35,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-05T16:51:51,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T16:44:58,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-05T16:35:14,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T10:41:35,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T10:25:25,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-05T10:19:53,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-04T14:56:01,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-08-04T14:45:03,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur","Quotation 
New Material",2017-08-04T14:20:30,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Gloria) 
: Sandrin. Voulant honneur",Quotation,2017-08-04T13:52:00,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur",Quotation,2017-08-04T13:31:26,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-04T13:28:02,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur",Quotation,2017-08-04T13:21:48,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur","Quotation 
Transformation (non
mechanical)",2017-07-31T10:22:02,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur","Transformation (non
mechanical)",2017-07-31T09:50:38,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur",Quotation,2017-07-31T09:41:55,EMA,valid  invalid
Nautre,": Sermisy. Missa Voulant honneur (Kyrie) 
: Sandrin. Voulant honneur",Quotation,2017-07-31T09:17:12,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Agnus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-23T14:44:10,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Agnus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-23T10:37:39,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Agnus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-23T10:20:51,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-23T09:52:51,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-23T09:32:51,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-23T09:20:28,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-22T08:42:23,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-22T08:26:38,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-22T08:18:23,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Sanctus) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-22T08:05:08,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-20T17:46:54,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-20T17:36:05,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-20T15:38:07,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour",Transformation (mechanical),2017-07-20T15:23:20,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour",Transformation (mechanical),2017-07-20T10:38:23,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Quotation 
Transformation (mechanical)",2017-07-20T08:24:52,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lupi, Didier: Lupi. Susanne un jour","Transformation (non
mechanical)",2017-07-20T08:15:22,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-20T08:03:26,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour",Transformation (mechanical),2017-07-19T15:34:38,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-19T15:21:53,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-19T14:11:53,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-19T14:08:41,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Credo) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-19T13:57:12,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour",,2017-07-18T15:38:02,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-18T10:50:22,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-18T10:00:29,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (mechanical) 
Transformation (non
mechanical) 
Quotation",2017-07-15T07:05:11,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-15T06:52:32,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-14T12:03:41,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-14T10:16:35,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-13T15:02:11,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Gloria) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-13T14:46:20,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-12T08:57:43,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie) 
Lassus, Roland de : Lassus. Susanne un jour","Transformation (non
mechanical)",2017-07-11T16:19:57,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie) 
Lassus, Roland de : Lassus. Susanne un jour",Quotation,2017-07-11T15:55:51,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Susanne un jour 
Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie)",Quotation,2017-07-11T14:58:25,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Susanne un jour 
Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie)","Quotation 
Transformation (mechanical)",2017-07-11T14:33:29,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Susanne un jour 
Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie)",Quotation,2017-07-05T10:29:42,EMA,valid  invalid
Nautre,"Lassus, Roland de : Lassus. Susanne un jour 
Lassus, Roland de : Lassus. Missa Susanne un jour (Kyrie)",Quotation,2017-07-05T10:13:37,EMA,valid  invalid
Nautre,"Josquin Des Prés : Josquin. Baises moy 
Forestier, Mathurin: Forestier. Missa Baisés moy ma doulce amye (Sanctus)",Quotation,2017-06-20T13:09:06,EMA,valid  invalid
Oddie,": Morales. Missa Benedicta es (Agnus) 
: Josquin. Benedicta es","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T06:27:49,EMA,valid  invalid
Oddie,": Morales. Missa Benedicta es (Agnus) 
: Benedicta es","Transformation (non
mechanical)",2017-08-10T06:24:01,EMA,valid  invalid
Oddie,": Morales. Missa Benedicta es (Agnus) 
: Benedicta es","Transformation (non
mechanical)",2017-08-10T06:19:45,EMA,valid  invalid
Oddie,": Morales. Missa Benedicta es (Agnus) 
: Benedicta es,cælorum Regina",Transformation (mechanical),2017-08-10T06:15:36,EMA,valid  invalid
Oddie,": Morales. Missa Benedicta es (Agnus) 
: Benedicta es,cælorum Regina","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T06:08:52,EMA,valid  invalid
